Title,Authors and Journal,Year,Cited by,Paper URL
Functional Myology of the Neck in Primates,"F McGechie, N Grider‐Potter, T Nalley, E Fricano, K Middleton, C Holliday, ...",2021.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:edDO8Oi4QzsC
Acetabular orientation and pelvic shape in hominins,"AB Lawrence, AS Hammond, C Ward",2021.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:FPJr55Dyh1AC
Acetabular orientation and pelvic form in hominins and other anthropoids,"AB Lawrence, AS Hammond, CV Ward",2021.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:Ug5p-4gJ2f0C
Lumbar muscle architecture and function in Propithecus,"KD Lauria, FR Mcgechie, N Grider-Potter, CV Ward",2021.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:XoXfffV-tXoC
3D Functional Anatomy of Nuchal Musculature in Primates,"F Mcgechie, N Grider-Potter, TK Nalley, E Fricano, KM Middleton, ...",2021.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:ruyezt5ZtCIC
"Trabecular bone morphology in early Pleistocene hominins from Koobi Fora, northern Kenya","H Chirchir, C Ward, J Kibii",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:M7yex6snE4oC
Functional description of the primate nuchal musculature with a focus on positional behaviors,"F Mcgechie, N Grider-Potter, TK Nalley, CV Ward",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:kz9GbA2Ns4gC
Plio-Pleistocene hominin tool use and its context in the Koobi Fora Formation,"DR Braun, S Carvalho, R Bobe, K Uno, D Palcu, N Baraki, A Hammond, ...",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:LI9QrySNdTsC
New Pliocene hominin specimens from East Turkana are associated with extensive C-4 resources,"A Villaseñor, DR Braun, K Uno, E Advokaat, MK Bamford, ...",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:k8Z6L05lTy4C
Interspecific variation in hominid mandibular biomechanics,"AL Smith, C Robinson, AB Taylor, CV Ward, WH Kimbel, Z Alemseged, ...",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:VaXvl8Fpj5cC
Components and Construction of the Thorax and Vertebral Column in Anthropoid Primates: Implications for Hominoid Evolution,"C Ward, ER Middleton",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:L7CI7m0gUJcC
"3D Analysis of Primate Neck Anatomy using Contrast‐Enhanced CT Imaging, Fascicle‐Tracking Algorithms, and Muscle Mechanics","F McGechie, S Sullivan, KM Middleton, CM Holliday, TK Nalley, ...",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:EYYDruWGBe4C
Modern evidence of femoroacetabular impingement: implications for interpretations in the archaeological record,"AB Lawrence, S Townsley, CV Ward, BD Crist, DL Duren",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:vbGhcppDl1QC
Comparative biomechanics of the Hominidae mandible,"A Smith, RF Callum, Z Alemseged, AB Taylor, C Robinson, CV Ward, ...",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:BwyfMAYsbu0C
Three-dimensional tarsal morphology and movements in anthropoid primates,"S Kuo, MC Granatosky, MF Laird, B Patel, C Orr, CF Ross, CV Ward",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:4MWp96NkSFoC
The Shape of Human Evolution,CV Ward,2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:lmc2jWPfTJgC
Interspecific Variation in Mechanical Performance of the Hominid Mandible,"AL Smith, C Robinson, AB Taylor, J Iriarte-Diaz, C Ward, WH Kimbel, ...",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:ILKRHgRFtOwC
Australopithecine/australopith,CV Ward,2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:gsN89kCJA0AC
Functional Morphology of the Monkey Hindfoot,"S Kuo, BA Patel, CM Orr, CV Ward",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:XvxMoLDsR5gC
The Impact of Compulsory Attendance on Anatomy Exam Performance,"CA Hill, S Greer, K Sellers, CV Ward",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:vDijr-p_gm4C
Design of a multi‐use new anatomy facility: prioritizing medical student education in a patient‐based learning curriculum,"LE Johnson, KA Aldridge, CM Holliday, KM Middleton, RJ Sherwood, ...",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:epqYDVWIO7EC
Fossil Evidence for the Evolution of Hominin Locomotion,CV Ward,2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:zLWjf1WUPmwC
Paranthropus: A Pleistocene postcranial puzzle,"MR Lague, CV Ward",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:ipzZ9siozwsC
Postcranial functional anatomy of Australopithecus (Paranthropus) boisei and A.(P.) robustus,"CV Ward, MR Lague",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:uc_IGeMz5qoC
"Comparative Ontogeny of the Thoracolumbar Transition in Great Apes, Humans, and Fossil Hominins","TK Nalley, JE Scott, CV Ward, Z Alemseged",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:0KyAp5RtaNEC
"Locomotor, phylogenetic, and allometric effects on anthropoid 3D pelvic anatomy","ER Middleton, SD Maddux, CV Ward",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:yB1At4FlUx8C
Functional Morphology of the Anthropoid Primate Hindfoot,"S Kuo, B Patel, C Orr, C Ward",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:9Nmd_mFXekcC
Inferring Hominoid Locomotor Adaptation from Bones: Insights from the Torso Skeleton,"CV Ward, ER Middleton",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:t7zJ5fGR-2UC
Functional inferences from vertebral morphology and torso shape in anthropoids,"ER Middleton, CV Ward",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:z_wVstp3MssC
Paleoenvironmental reconstruction at Kanapoi through use of rodent dental microwear,"JHE Burgman, FK Manthi, JM Plavcan, CV Ward, PS Ungar",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:VLnqNzywnoUC
Assessment of the Thoracolumbar Transition in Modern Humans,"EO Cho, TK Nalley, ER Middleton, CV Ward",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:uJ-U7cs_P_0C
A comparative and ontogenetic analysis of zygapophyseal facets along the thoracolumbar transition in apes and humans,"TK Nalley, J Wood, CV Ward",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:-_dYPAW6P2MC
The Minute Clinic: Increasing Student Engagement in an Undergraduate Systems‐Based Anatomy Course,"CA Hill, K Aldridge, CM Holliday, KM Middleton, CV Ward, SA Maiolino, ...",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:Fu2w8maKXqMC
"Dental Wear, Molar Shape and Dietary Adaptation in Early Australopithecus","NM Bauer, ER Middleton, CV Ward",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:VL0QpB8kHFEC
Determinants of Variation in Trunk Morphology in Anthropoid Primates,"CV Ward, ER Middleton",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:WqliGbK-hY8C
Body shape and hominin origins,"CV Ward, ER Middleton",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:5awf1xo2G04C
Mathematical models to characterize early epidemic growth: A review,"G Chowell, L Sattenspiel, S Bansal, C Viboud",2016.0,438.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&citation_for_view=NV_kbCAAAAAJ:4OULZ7Gr8RgC
Thinking clearly about social aspects of infectious disease transmission,"C Buckee, A Noor, L Sattenspiel",2021.0,77.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&citation_for_view=NV_kbCAAAAAJ:1qzjygNMrQYC
Defining epidemics in computer simulation models: How do definitions influence conclusions?,"C Orbann, L Sattenspiel, E Miller, J Dimka",2017.0,57.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&citation_for_view=NV_kbCAAAAAJ:D03iK_w7-QYC
Sex‐and age‐based differences in mortality during the 1918 influenza pandemic on the island of Newfoundland,"T Paskoff, L Sattenspiel",2019.0,20.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:K3LRdlH-MEoC
Indigenous peoples and pandemics,"DE Alves, SE Mamelund, J Dimka, L Simonsen, M Mølbak, S Ørskov, ...",2022.0,16.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:olpn-zPbct0C
The 1918 influenza pandemic did not accelerate tuberculosis mortality decline in early‐20th century Newfoundland: Investigating historical and social explanations,"TP van Doren, L Sattenspiel",2021.0,12.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:kRWSkSYxWN8C
Investigating COVID-19 transmission and mortality differences between indigenous and non-indigenous populations in Mexico,"S Dahal, SE Mamelund, R Luo, L Sattenspiel, S Self-Brown, G Chowell",2022.0,11.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:HE397vMXCloC
"Using cultural, historical, and epidemiological data to inform, calibrate, and verify model structures in agent-based simulations","L Sattenspiel, J Dimka, C Orbann",2019.0,9.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:tS2w5q8j5-wC
The second epidemiologic transition on the brink: What we can learn from the island of Newfoundland during the early 20th century,"DM Schmidt, L Sattenspiel",2017.0,7.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:_xSYboBqXhAC
"Early sub-exponential epidemic growth: Simple models, nonlinear incidence rates, and additional mechanisms: Reply to comments on “Mathematical models to characterize early …","G Chowell, L Sattenspiel, S Bansal, C Viboud",2016.0,7.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:yD5IFk8b50cC
“We didn't get much schooling because we were fishing all the time”: Potential impacts of irregular school attendance on the spread of epidemics,"J Dimka, L Sattenspiel",2022.0,3.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:D_sINldO8mEC
Epidemic Models With and Without Mortality: When Does It Matter?,"L Sattenspiel, E Miller, J Dimka, C Orbann, A Warren",2016.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:dfsIfKJdRG4C
Sex-and gender-based tuberculosis mortality in early 20th century Newfoundland: Future considerations for demographic anthropology and epidemiology,"TP Van Doren, L Sattenspiel",2021.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:BrmTIyaxlBUC
The 1918 influenza pandemic and COVID-19 in Missouri: Assessing rural and urban differences in impact,"HK Ramirez, S Pirrone, CM Orbann, L Sattenspiel",2021.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:mvPsJ3kp5DgC
Explorations in paleodemography: an overview of the Artificial Long House Valley agent‐based modeling project,"AC Swedlund, L Sattenspiel, A Warren, RS Meindl, GJ Gumerman III",2016.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:cFHS6HbyZ2cC
Investigating COVID-19 transmission and mortality differences among Indigenous and non-Indigenous populations in Mexico,"D Sushma, SE Mamelund, R Luo, L Sattenspiel, S Self-Brown, G Chowell",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:Mojj43d5GZwC
Indigenous groups and pandemics,"DE Alves, SE Mamelund, J Dimka, L Simonsen, M Mølbak, S Ørskov, ...",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:WA5NYHcadZ8C
What lessons can we learn from past pandemics?,"T van Doren, L Sattenspiel",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:t6usbXjVLHcC
The 1918–1920 Influenza Pandemic: Missouri’s Latent 1920 Wave of Mortality,"P Smith, C Orbann, L Sattenspiel",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:XiVPGOgt02cC
The impact of demographic and socioeconomic factors on rural vs. urban experiences during the 1918 influenza and COVID-19 pandemics,"L Sattenspiel, CM Orbann, HK Ramirez, S Pirrone, JA Mcelroy, A Bogan, ...",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:bnK-pcrLprsC
Biocultural determinants of post-1918 influenza pandemic tuberculosis mortality in Newfoundland,"TP van Doren, L Sattenspiel",2021.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:q3oQSFYPqjQC
Artificial Long House Valley v1. 0.0,"A Warren, L Sattenspiel",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:geHnlv5EZngC
Co-circulating epidemics and health care access in early 20th century Alaska and Labrador: implications for emerging diseases of the present,"L Sattenspiel, M Murray, SE Mamelund",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:UxriW0iASnsC
Excess mortality of respiratory infection during the 1918 influenza pandemic in Newfoundland and Labrador,"T Paskoff, L Sattenspiel",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:dshw04ExmUIC
Parallel tracks: Cross-fertilization in studies of mortality and fertility throughout human history,L Sattenspiel,2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:P5F9QuxV20EC
Let them eat corn: Cause-specific mortality and prehistoric population dynamics in transitional environments,"AL Warren, L Sattenspiel, AC Swedlund",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:1sJd4Hv_s6UC
"Anthropology of Infectious Disease, Merrill Singer, Left Coast Press, Walnut Creek, CA (2015), 320 pp.",L Sattenspiel,2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:l7t_Zn2s7bgC
"The effect of age-related reductions in school attendance on the size and timing of infectious disease epidemics in a small, traditional community","JL Dimka, L Sattenspiel",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:zA6iFVUQeVQC
The impact of illness behavior of patients and caregivers on the spread of an influenza epidemic,"J Dimka, L Sattenspiel",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NV_kbCAAAAAJ&cstart=20&pagesize=80&citation_for_view=NV_kbCAAAAAJ:rO6llkc54NcC
Contrasting gist-based and template-based guidance during real-world visual search.,"B Bahle, M Matsukura, A Hollingworth",2018.0,24.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=roMDxGMAAAAJ&citation_for_view=roMDxGMAAAAJ:qUcmZB5y_30C
Feature-based guidance of attention during post-saccadic selection,"A Hollingworth, M Matsukura",2019.0,9.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=roMDxGMAAAAJ&citation_for_view=roMDxGMAAAAJ:TQgYirikUcIC
Liberal Justice and the Creeping Privatization of State Power,CJW Baaij,2019.0,4.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=roMDxGMAAAAJ&citation_for_view=roMDxGMAAAAJ:e5wmG9Sq2KIC
"Differentiating higher-level homicides: an empirical analysis of the impacts of legal definitions in the real world, plus an illumination of the under-studied crime of second …","D McCord, M Matsukura, L Follett",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=roMDxGMAAAAJ&citation_for_view=roMDxGMAAAAJ:R3hNpaxXUhUC
